NCIt Subset Code,CDRH Subset Name,NCIt Concept Code,NCIt Preferred Term,NCIt Definition,CDRH Preferred Term,CDRH Source Code,CDRH Definition,IMDRF Code
C54451,Medical Device Problem,C187254,Adhesive Too Strong,Strength of an adhesive bond is too great; typically used when the adhesive is meant as a temporary hold but is acting in a more permanent manner.,Adhesive Too Strong,4071,Strength of an adhesive bond is too great; typically used when the adhesive is meant as a temporary hold but is acting in a more permanent manner.,IMDRF:A050901
C54451,Medical Device Problem,C62929,Retraction Problem,Problem associated with drawing back the device to an intended location.,Retraction Problem,1536,Problem associated with drawing back the device to an intended location.,IMDRF:A0510
C54451,Medical Device Problem,C62923,Structural Problem,Problem associated with the basic physical construction or physical make up of the device.,Structural Problem,2506,Problem associated with the basic physical construction or physical make up of the device.,IMDRF:A0511
C54451,Medical Device Problem,C63272,Collapse of Device,Problem associated with the buckling or crushing of material from external forces.,Collapse,1099,Problem associated with the buckling or crushing of material from external forces.,IMDRF:A051101
C54451,Medical Device Problem,C133514,Sharp Edges,The device has undesirable sharp edges which can cause harm or damage.,Sharp Edges,4013,The device has undesirable sharp edges which can cause harm or damage.,IMDRF:A051102
C54451,Medical Device Problem,C63234,Difficult to Fold or Unfold,"Problem associated with the use of the device in terms of the user experiencing difficulty to close or to spread out/extend length of the device, even if the operation is being performed according to labeled instructions for use.","Difficult to Fold, Unfold or Collapse",1254,"Problem associated with the use of the device in terms of user experiencing difficulty to close or to spread out/extend length of the device, even if the operation is being performed according to labeled instructions for use.",IMDRF:A051103
C54451,Medical Device Problem,C63012,Difficult to Open or Close,"Problem associated with the use of the device in terms of user experiencing difficulty opening and closing the device, even if the operation is being performed according to labeled instructions for use.",Difficult to Open or Close,2921,"Problem associated with the use of the device in terms of user experiencing difficulty opening and closing the device, even if the operation is being performed according to labeled instructions for use.",IMDRF:A051104
C54451,Medical Device Problem,C63090,Incomplete Coaptation,Problem associated with the heart valve leaflet not closing properly.,Incomplete Coaptation,2507,Problem associated with the heart valve leaflet not closing properly.,IMDRF:A051105
C54451,Medical Device Problem,C62814,Unintended Movement,Movement of the device to an unintended location within the body.,Unintended Movement,3026,"Problem associated with an undesired movement of the device, which may be related to the device malfunction, misdiagnosis, or mistreatment.",IMDRF:A0512
C54451,Medical Device Problem,C62950,Device Dislodged or Dislocated,Problems associated with the device not remaining in an expected location.,Device Dislodged or Dislocated,2923,Problems associated with the device not remaining in an expected location.,IMDRF:A051201
C54451,Medical Device Problem,C62921,Device Tipped Over,Problem associated with the inability of the device to stay in an upright position.,Device Tipped Over,2589,Problem associated with the inability of the device to stay in an upright position.,IMDRF:A051202
C54451,Medical Device Problem,C133516,Device Fell,Problem associated with the device or a component unexpectedly being dropped or moving down from an intended place.,Device Fell,4014,Problem associated with the device or a component unexpectedly being dropped or moving down from an intended place.,IMDRF:A051203
C54451,Medical Device Problem,C62840,Device Slipped,Problem associated with the device moving or sliding from the intended position.,Device Slipped,1584,Problem associated with the device moving or sliding from the intended position.,IMDRF:A051204
C54451,Medical Device Problem,C62819,Unintended Collision,Problem associated with the device impacting with another object.,Unintended Collision,1429,Problem associated with the device impacting with another object.,IMDRF:A051205
C54451,Medical Device Problem,C62813,Unintended System Motion,Problem associated with any motion of the system or components that was not initiated by the user.,Unintended System Motion,1430,Problem associated with any motion of the system or components that was not initiated by the user.,IMDRF:A051206
C54451,Medical Device Problem,C62809,Unstable Device,Problem associated with the mechanical stability of a device.,Unstable,1667,Problem associated with the mechanical stability of the device.,IMDRF:A051207
C54451,Medical Device Problem,C62806,Device Vibration,Problem associated with the undesirable mechanical oscillation in a device.,Vibration,1674,Problem associated with the undesirable mechanical oscillation.,IMDRF:A051208
C54451,Medical Device Problem,C171993,Inadequate Device Lubrication,Insufficient lubrication on a device.,Inadequate Lubrication,4057,The device shows inadequate lubrication.,IMDRF:A0513
C54451,Medical Device Problem,C193378,Damaged Thread,Problems associated with threads that are damaged either prior to use due to bad threading or repeated re-use (possibly with other damaged components) or threads that became stripped or damaged while being used.,Damaged Thread,4075,Problems associated with threads that are damaged either prior to use due to bad threading or repeated re-use (possibly with other damaged components) or threads that became stripped or damaged while being used.,IMDRF:A0514
